rowid,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
5444,302999,Master Shoju (New Earth),\/wiki\/Master_Shoju_(New_Earth),,Good Characters,,Black Hair,Male Characters,,Deceased Characters,2,"1981, October",1981
5445,129540,Miranda Ralston (New Earth),\/wiki\/Miranda_Ralston_(New_Earth),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,2,"1981, September",1981
5446,192243,Piledriver (New Earth),\/wiki\/Piledriver_(New_Earth),,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,"1981, September",1981
5447,130914,Samuel Toth (New Earth),\/wiki\/Samuel_Toth_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,2,"1981, March",1981
5448,238769,Lord of Limbo (Earth-One),\/wiki\/Lord_of_Limbo_(Earth-One),Identity Unknown,Bad Characters,,,Male Characters,,Living Characters,2,"1980, April",1980
5449,144864,Reever (New Earth),\/wiki\/Reever_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,2,"1980, July",1980
5450,281717,Arbee Stoneham (New Earth),\/wiki\/Arbee_Stoneham_(New_Earth),,Neutral Characters,,Black Hair,Male Characters,,Living Characters,2,"1979, December",1979
5451,262569,Alianna Hubbard (New Earth),\/wiki\/Alianna_Hubbard_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,2,"1978, June",1978
5452,259928,Cossack (New Earth),\/wiki\/Cossack_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,"1978, January",1978
5453,179853,Gala De (New Earth),\/wiki\/Gala_De_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,2,"1978, March",1978
5454,255666,George Barrow (New Earth),\/wiki\/George_Barrow_(New_Earth),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,2,"1978, September",1978
5455,265059,Jason Jordan (New Earth),\/wiki\/Jason_Jordan_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,"1978, October",1978
5456,4794,Malachi Yandro (New Earth),\/wiki\/Malachi_Yandro_(New_Earth),,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,"1978, July",1978
5457,281689,Tall Bird (New Earth),\/wiki\/Tall_Bird_(New_Earth),,Good Characters,,Brown Hair,Female Characters,,Living Characters,2,"1978, September",1978
5458,258676,Titan (New Earth),\/wiki\/Titan_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1978, February",1978
5459,61870,Flamesplasher (New Earth),\/wiki\/Flamesplasher_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,2,"1977, April",1977
5460,154304,Amazing Ronnie (New Earth),\/wiki\/Amazing_Ronnie_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,2,"1976, January",1976
5461,154305,Billy (New Earth),\/wiki\/Billy_(New_Earth),Secret Identity,Good Characters,Blue Eyes,,Male Characters,,Living Characters,2,"1976, January",1976
5462,172443,Clifton Lacey (New Earth),\/wiki\/Clifton_Lacey_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,2,"1976, May",1976
5463,154307,Hairy Larry (New Earth),\/wiki\/Hairy_Larry_(New_Earth),Secret Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,2,"1976, January",1976
5464,154308,Lizard Johnny (New Earth),\/wiki\/Lizard_Johnny_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,2,"1976, January",1976
5465,154306,Mighty Mary (New Earth),\/wiki\/Mighty_Mary_(New_Earth),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,2,"1976, January",1976
5466,192266,Plutonium Man (New Earth),\/wiki\/Plutonium_Man_(New_Earth),Secret Identity,Good Characters,Red Eyes,,Male Characters,,Deceased Characters,2,"1976, May",1976
5467,126691,Thrudvang (New Earth),\/wiki\/Thrudvang_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1976, July",1976
5468,228452,Captain Demo (New Earth),\/wiki\/Captain_Demo_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,"1975, October",1975
5469,128210,Daniel Kingdom (New Earth),\/wiki\/Daniel_Kingdom_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,2,"1974, November",1974
5470,159032,Amos Sharkey (New Earth),\/wiki\/Amos_Sharkey_(New_Earth),,Bad Characters,,White Hair,Male Characters,,Living Characters,2,"1973, March",1973
5471,84194,Charles Melvin (New Earth),\/wiki\/Charles_Melvin_(New_Earth),,Neutral Characters,,,Male Characters,,Living Characters,2,"1973, September",1973
5472,159025,Philip Chance (New Earth),\/wiki\/Philip_Chance_(New_Earth),,,,Brown Hair,Male Characters,,Deceased Characters,2,"1973, March",1973
5473,163037,Harris Blaine (New Earth),\/wiki\/Harris_Blaine_(New_Earth),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2,"1972, June",1972
5474,138460,Magnar (New Earth),\/wiki\/Magnar_(New_Earth),Public Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,2,"1972, March",1972
5475,179653,Tempter (New Earth),\/wiki\/Tempter_(New_Earth),,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,2,"1972, February",1972
5476,128653,Grey Elk (New Earth),\/wiki\/Grey_Elk_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,2,"1971, December",1971
5477,128662,Grey Wolf (New Earth),\/wiki\/Grey_Wolf_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1971, December",1971
5478,238849,Cutlass Charlie (New Earth),\/wiki\/Cutlass_Charlie_(New_Earth),,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,"1968, March",1968
5479,289235,Gold Girl (New Earth),\/wiki\/Gold_Girl_(New_Earth),Secret Identity,Good Characters,Photocellular Eyes,,Female Characters,,Living Characters,2,"1968, July",1968
5480,289237,Iron Girl (New Earth),\/wiki\/Iron_Girl_(New_Earth),Secret Identity,Good Characters,Photocellular Eyes,,Female Characters,,Living Characters,2,"1968, July",1968
5481,289238,Lead Girl (New Earth),\/wiki\/Lead_Girl_(New_Earth),Secret Identity,Good Characters,Photocellular Eyes,,Female Characters,,Living Characters,2,"1968, July",1968
5482,289239,Mercury Girl (New Earth),\/wiki\/Mercury_Girl_(New_Earth),Secret Identity,Good Characters,Photocellular Eyes,,Female Characters,,Living Characters,2,"1968, July",1968
5483,289240,Platinum Man (New Earth),\/wiki\/Platinum_Man_(New_Earth),Secret Identity,Bad Characters,Photocellular Eyes,,Male Characters,,Living Characters,2,"1968, July",1968
5484,115179,Count von Steuben (New Earth),\/wiki\/Count_von_Steuben_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1967, January",1967
5485,21039,Freyja (New Earth),\/wiki\/Freyja_(New_Earth),Secret Identity,,,,Female Characters,,Living Characters,2,"1967, October",1967
5486,4797,Torpedoman (New Earth),\/wiki\/Torpedoman_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1967, December",1967
5487,138421,Ace Chance (New Earth),\/wiki\/Ace_Chance_(New_Earth),,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,2,"1966, October",1966
5488,256852,Andrew Zagarian (New Earth),\/wiki\/Andrew_Zagarian_(New_Earth),,,,,Male Characters,,Living Characters,2,"1966, June",1966
5489,385996,Bloobert Cob (New Earth),\/wiki\/Bloobert_Cob_(New_Earth),Public Identity,Good Characters,Black Eyes,,Male Characters,,Deceased Characters,2,"1966, July",1966
5490,382060,Boreas (New Earth),\/wiki\/Boreas_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,2,"1966, November",1966
5491,294804,Mitchell Dover (New Earth),\/wiki\/Mitchell_Dover_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,2,"1966, January",1966
5492,192300,Prince Peril (New Earth),\/wiki\/Prince_Peril_(New_Earth),,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,"1966, June",1966
5493,294803,Sheila Dover (New Earth),\/wiki\/Sheila_Dover_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,2,"1966, January",1966
5494,382386,Telman Davies (New Earth),\/wiki\/Telman_Davies_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,2,"1966, September",1966
5495,291177,Kajz Dox (Pre-Zero Hour),\/wiki\/Kajz_Dox_(Pre-Zero_Hour),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Male Characters,,Living Characters,2,"1965, August",1965
5496,19020,Midas (New Earth),\/wiki\/Midas_(New_Earth),Secret Identity,Bad Characters,Yellow Eyes,Gold Hair,Male Characters,,Living Characters,2,"1965, November",1965
5497,154413,Howard Crane (New Earth),\/wiki\/Howard_Crane_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,"1963, May",1963
5498,355058,Brains Beldon (Earth-One),\/wiki\/Brains_Beldon_(Earth-One),Public Identity,Bad Characters,,,Male Characters,,Living Characters,2,"1962, March",1962
5499,23393,Paul Barrett (New Earth),\/wiki\/Paul_Barrett_(New_Earth),,,,Grey Hair,Male Characters,,Living Characters,2,"1962, August",1962
5500,26930,Pomoxis (New Earth),\/wiki\/Pomoxis_(New_Earth),,,,Black Hair,Male Characters,,Living Characters,2,"1962, June",1962
5501,26929,Stamar (New Earth),\/wiki\/Stamar_(New_Earth),,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,"1962, June",1962
5502,22316,William Dawson (New Earth),\/wiki\/William_Dawson_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,2,"1962, March",1962
5503,130338,Irving Norbet (New Earth),\/wiki\/Irving_Norbet_(New_Earth),,Bad Characters,,Grey Hair,Male Characters,,Living Characters,2,"1961, October",1961
5504,117797,William West (New Earth),\/wiki\/William_West_(New_Earth),,Good Characters,Blue Eyes,,Male Characters,,Living Characters,2,"1961, April",1961
5505,127406,Gustave (New Earth),\/wiki\/Gustave_(New_Earth),,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,"1959, June",1959
5506,131100,Darius Tiko (New Earth),\/wiki\/Darius_Tiko_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1958, November",1958
5507,127799,Chester Jones (New Earth),\/wiki\/Chester_Jones_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,2,"1956, December",1956
5508,129686,Floyd Ventris (New Earth),\/wiki\/Floyd_Ventris_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1954, November",1954
5509,134775,Don Caballero (New Earth),\/wiki\/Don_Caballero_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,2,"1951, May",1951
5510,212355,El Papagayo II (New Earth),\/wiki\/El_Papagayo_II_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,2,"1949, December",1949
5511,375266,Agamemnon (New Earth),\/wiki\/Agamemnon_(New_Earth),,Neutral Characters,,,Male Characters,,Deceased Characters,2,"1948, August",1948
5512,13710,Guy Pompton (New Earth),\/wiki\/Guy_Pompton_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1948, December",1948
5513,206037,Rumplestiltskin (New Earth),\/wiki\/Rumplestiltskin_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1948, February",1948
5514,206029,Slicer (New Earth),\/wiki\/Slicer_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1948, February",1948
5515,208366,Glass Man (New Earth),\/wiki\/Glass_Man_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,2,"1947, May",1947
5516,139976,Little Miss Redhead (New Earth),\/wiki\/Little_Miss_Redhead_(New_Earth),Secret Identity,Good Characters,,,Female Characters,,Living Characters,2,"1947, December",1947
5517,212889,Trata (New Earth),\/wiki\/Trata_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,2,"1946, May",1946
5518,349137,Ralph Jackson (New Earth),\/wiki\/Ralph_Jackson_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,2,"1945, March",1945
5519,241392,Fura (New Earth),\/wiki\/Fura_(New_Earth),Public Identity,Bad Characters,White Eyes,,Male Characters,,Deceased Characters,2,"1944, December",1944
5520,241400,Loral (New Earth),\/wiki\/Loral_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,2,"1944, December",1944
5521,276481,Agent Axis (New Earth),\/wiki\/Agent_Axis_(New_Earth),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,2,"1942, December",1942
5522,186256,Funnyface (Earth-Two),\/wiki\/Funnyface_(Earth-Two),,Bad Characters,,,Male Characters,,Living Characters,2,"1942, November",1942
5523,159633,Doctor Iker (New Earth),\/wiki\/Doctor_Iker_(New_Earth),,,,,Male Characters,,Living Characters,2,"1941, July",1941
5524,128106,Rocco Togg (New Earth),\/wiki\/Rocco_Togg_(New_Earth),,Bad Characters,,Grey Hair,Male Characters,,Living Characters,2,"1940, December",1940
5525,382447,Jabah (New Earth),\/wiki\/Jabah_(New_Earth),,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,"1939, July",1939
5526,139817,Tamara Belson (New Earth),\/wiki\/Tamara_Belson_(New_Earth),,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2,,
5527,218835,Magi (New Earth),\/wiki\/Magi_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,,
5528,112333,Lisa Morice (New Earth),\/wiki\/Lisa_Morice_(New_Earth),Public Identity,Good Characters,Grey Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,2,,
5529,189975,Carter Nichols (New Earth),\/wiki\/Carter_Nichols_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,2,,
5530,139768,Cupid (New Earth),\/wiki\/Cupid_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,2,,
5531,345585,Juno (New Earth),\/wiki\/Juno_(New_Earth),,Good Characters,,,Female Characters,,Living Characters,2,,
5532,271506,Luki Lo (New Earth),\/wiki\/Luki_Lo_(New_Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,2,,
5533,177249,Stanley Wilson (New Earth),\/wiki\/Stanley_Wilson_(New_Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,2,,
5534,250224,Elena Leal (New Earth),\/wiki\/Elena_Leal_(New_Earth),Public Identity,Good Characters,,White Hair,Female Characters,,Living Characters,2,,
5535,185720,Druid (New Earth),\/wiki\/Druid_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,,
5536,218828,Crone (New Earth),\/wiki\/Crone_(New_Earth),Secret Identity,Bad Characters,,Grey Hair,Female Characters,,Living Characters,2,,
5537,95738,Fancy Feet (New Earth),\/wiki\/Fancy_Feet_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,,
5538,182478,Rico Strada (New Earth),\/wiki\/Rico_Strada_(New_Earth),,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2,,
5539,31642,Benjamin Hubbard (New Earth),\/wiki\/Benjamin_Hubbard_(New_Earth),,,,,Male Characters,,Living Characters,2,,
5540,85254,Springheeled Jack (Prime Earth),\/wiki\/Springheeled_Jack_(Prime_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"2013, October",2013
5541,309868,Napalm (Prime Earth),\/wiki\/Napalm_(Prime_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,1,"2012, June",2012
5542,247731,Adellca (New Earth),\/wiki\/Adellca_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,1,"2011, September",2011
5543,249026,Armory (New Earth),\/wiki\/Armory_(New_Earth),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,1,"2011, April",2011
5544,247737,Artois (New Earth),\/wiki\/Artois_(New_Earth),Secret Identity,Good Characters,Yellow Eyes,Blond Hair,Male Characters,,Deceased Characters,1,"2011, September",2011
5545,389578,Aya (New Earth),\/wiki\/Aya_(New_Earth),,,,,,,Living Characters,1,"2011, June",2011
5546,216728,Backslash (New Earth),\/wiki\/Backslash_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"2011, June",2011
5547,212577,Bayfrentos (New Earth),\/wiki\/Bayfrentos_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,"2011, May",2011
5548,212067,Big Mummy (New Earth),\/wiki\/Big_Mummy_(New_Earth),Secret Identity,Good Characters,,,Female Characters,,Living Characters,1,"2011, February",2011
5549,262556,Bizarro Blue Beetle (New Earth),\/wiki\/Bizarro_Blue_Beetle_(New_Earth),,Neutral Characters,,,Male Characters,,Living Characters,1,"2011, April",2011
5550,262557,Bizarro Captain Marvel (New Earth),\/wiki\/Bizarro_Captain_Marvel_(New_Earth),,Neutral Characters,,,,,Living Characters,1,"2011, April",2011
5551,211185,Bizarro Power Girl (New Earth),\/wiki\/Bizarro_Power_Girl_(New_Earth),Secret Identity,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,1,"2011, April",2011
5552,221386,Black Spider IV (New Earth),\/wiki\/Black_Spider_IV_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,"2011, July",2011
5553,249505,Blinder (New Earth),\/wiki\/Blinder_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,"2011, August",2011
5554,212581,Bullfinch (New Earth),\/wiki\/Bullfinch_(New_Earth),Secret Identity,,,,Male Characters,,Living Characters,1,"2011, May",2011
5555,212107,Charles I (New Earth),\/wiki\/Charles_I_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1,"2011, February",2011
5556,286003,Cockroach (New Earth),\/wiki\/Cockroach_(New_Earth),Secret Identity,Good Characters,,,Female Characters,,Deceased Characters,1,"2011, August",2011
5557,238459,Cricket (New Earth),\/wiki\/Cricket_(New_Earth),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,1,"2011, September",2011
5558,212586,Doctor Retina (New Earth),\/wiki\/Doctor_Retina_(New_Earth),Secret Identity,,,,,,Living Characters,1,"2011, May",2011
